code,term
0102000G0,Cisapride
0102000G0AA,Cisapride
0102000G0AAAAAA,Cisapride 10mg tablets
0102000G0AAADAD,Cisapride 5mg/5ml oral suspension
0102000G0BB,Prepulsid
0102000G0BBAAAA,Prepulsid 10mg tablets
0102000G0BBABAD,Prepulsid 5mg/5ml oral suspension
0102000G0BC,Alimix
0102000G0BCAAAA,Alimix 10mg tablets
0202030X0,Eplerenone
0202030X0AA,Eplerenone
0202030X0AAAAAA,Eplerenone 25mg tablets
0202030X0AAABAB,Eplerenone 50mg tablets
0202030X0BB,Inspra
0202030X0BBAAAA,Inspra 25mg tablets
0202030X0BBABAB,Inspra 50mg tablets
0203020D0,Amiodarone hydrochloride
0203020D0AA,Amiodarone hydrochloride
0203020D0AAAAAA,Amiodarone 100mg tablets
0203020D0AAABAB,Amiodarone 200mg tablets
0203020D0AAADAD,Amiodarone 150mg/3ml solution for injection ampoules
0203020D0AAAUAU,Amiodarone 100mg/5ml oral solution
0203020D0AAAVAV,Amiodarone 200mg/5ml oral liquid
0203020D0AAAWAW,Amiodarone 25mg/5ml oral liquid
0203020D0AAAXAX,Amiodarone 125mg/5ml oral liquid
0203020D0AAAYAY,Amiodarone 50mg/5ml oral solution
0203020D0AAAZAZ,Amiodarone 30mg/5ml oral liquid
0203020D0AABDBD,Amiodarone 15mg/5ml oral liquid
0203020D0AABEBE,Amiodarone 250mg/5ml oral liquid
0203020D0AABFBF,Amiodarone 5mg/5ml oral liquid
0203020D0AABGBG,Amiodarone 10mg/5ml oral liquid
0203020D0AABHBH,Amiodarone 500mg/5ml oral liquid
0203020D0AABIBI,Amiodarone 45mg/5ml oral liquid
0203020D0AABJBJ,Amiodarone 75mg/5ml oral liquid
0203020D0AABKBK,Amiodarone 20mg/5ml oral liquid
0203020D0AABLBL,Amiodarone 150mg/5ml oral liquid
0203020D0AABQBQ,Amiodarone 80mg/5ml oral liquid
0203020D0AABRBR,Amiodarone 65mg/5ml oral liquid
0203020D0AABSBS,Amiodarone 35mg/5ml oral liquid
0203020D0AABVBV,Amiodarone 300mg/10ml inj pre-filled syringes
0203020D0AABYBY,Amiodarone 22mg/5ml oral liquid
0203020D0AACACA,Amiodarone 155mg/5ml oral liquid
0203020D0AACDCD,Amiodarone 85mg/5ml oral liquid
0203020D0AACECE,Amiodarone 60mg/5ml oral liquid
0203020D0AACFCF,Amiodarone 31.25mg/5ml oral liquid
0203020D0AACGCG,Amiodarone 55mg oral powder sachets
0203020D0AACHCH,Amiodarone 100mg/5ml oral suspension
0203020D0AACICI,Amiodarone 50mg/5ml oral suspension
0203020D0BB,Cordarone X
0203020D0BBAAAA,Cordarone X 100 tablets
0203020D0BBABAB,Cordarone X 200 tablets
0203020D0BBACAD,Cordarone X 150mg/3ml solution for injection ampoules
0203020D0BE,Darmil
0203020D0BEAAAA,Darmil 100mg tablets
0203020D0BEABAB,Darmil 200mg tablets
0203020D0BF,Amyben
0203020D0BFAAAA,Amyben 100mg tablets
0203020D0BFABAB,Amyben 200mg tablets
0203020D0BG,Minjet (Amiodarone hydrochloride)
0203020D0BGAABV,Amiodarone 300mg/10ml inj Minijet pre-filled syringes
0203020F0,Disopyramide
0203020F0AA,Disopyramide
0203020F0AAABAB,Disopyramide 100mg capsules
0203020F0AAACAC,Disopyramide 150mg capsules
0203020F0AAAPAP,Disopyramide 25mg capsules
0203020F0AAARAR,Disopyramide 50mg/5ml oral liquid
0203020F0AAASAS,Disopyramide 16mg/5ml oral liquid
0203020F0AAAVAV,Disopyramide 100mg/5ml oral liquid
0203020F0AAAWAW,Disopyramide 20mg/5ml oral liquid
0203020F0AAAXAX,Disopyramide 25mg/5ml oral liquid
0203020F0BC,Rythmodan (Capsule)
0203020F0BCAAAB,Rythmodan 100mg capsules
0203020F0BCABAC,Rythmodan 150mg capsules
0203020G0,Disopyramide phosphate
0203020G0AA,Disopyramide phosphate
0203020G0AAABAB,Disopyramide 250mg modified-release capsules
0203020G0AAACAC,Disopyramide 250mg modified-release tablets
0203020G0AAAEAE,Disopyramide 150mg modified-release tablets
0203020G0AAAFAF,Disopyramide 50mg/5ml solution for injection ampoules
0203020G0BB,Isomide CR
0203020G0BBAAAB,Isomide CR 250mg capsules
0203020G0BC,Dirythmin
0203020G0BCABAE,Dirythmin SA 150mg tablets
0203020G0BD,Rythmodan (Injection/Tablet)
0203020G0BDAAAF,Rythmodan 50mg/5ml solution for injection ampoules
0203020G0BDABAC,Rythmodan Retard 250mg tablets
0203020I0,Flecainide acetate
0203020I0AA,Flecainide acetate
0203020I0AAAAAA,Flecainide 150mg/15ml solution for injection ampoules
0203020I0AAADAD,Flecainide 100mg tablets
0203020I0AAAKAK,Flecainide 50mg tablets
0203020I0AAANAN,Flecainide 12mg/5ml oral liquid
0203020I0AAAPAP,Flecainide 18.75mg/5ml oral liquid
0203020I0AAAQAQ,Flecainide 50mg/5ml oral liquid
0203020I0AAARAR,Flecainide 5mg/5ml oral liquid
0203020I0AAASAS,Flecainide 15mg/5ml oral liquid
0203020I0AAATAT,Flecainide 17mg/5ml oral liquid
0203020I0AAAUAU,Flecainide 33.33mg/5ml oral liquid
0203020I0AAAWAW,Flecainide 20mg/5ml oral liquid
0203020I0AAAXAX,Flecainide 200mg/5ml oral liquid
0203020I0AAAYAY,Flecainide 2.5mg/5ml oral liquid
0203020I0AAAZAZ,Flecainide 100mg/5ml oral liquid
0203020I0AABABA,Flecainide 30mg/5ml oral liquid
0203020I0AABBBB,Flecainide 125mg/5ml oral liquid
0203020I0AABCBC,Flecainide 40mg/5ml oral liquid
0203020I0AABDBD,Flecainide 6mg/5ml oral liquid
0203020I0AABEBE,Flecainide 80mg/5ml oral liquid
